subject_id,case_id,label_Arousal,label_Valence,Label,Labell,GSR_0,GSR_1,GSR_2,GSR_3,GSR_4,GSR_5,GSR_6,GSR_7,GSR_8,GSR_9,GSR_10,GSR_11,GSR_12,GSR_13,GSR_14,GSR_15,GSR_16,GSR_17,GSR_18,GSR_19,GSR_20,GSR_21,GSR_22,GSR_23,GSR_24,GSR_25,GSR_26,GSR_27,GSR_28,GSR_29,GSR_30,ECG_0,ECG_1,ECG_2,ECG_3,ECG_4,ECG_5,ECG_6,ECG_7,ECG_8,ECG_9,ECG_10,ECG_11,ECG_12,ECG_13,EEG_0,EEG_1,EEG_2,EEG_3,EEG_4,EEG_5,EEG_6,EEG_7,EEG_8,EEG_10,EEG_11,EEG_12,EEG_13,EEG_14,EEG_15,EEG_16,EEG_17,EEG_18,EEG_19,EEG_20,EEG_21,EEG_22,EEG_23,EEG_24,EEG_25,EEG_26,EEG_27,EEG_28,EEG_29,EEG_30,EEG_31,EEG_32,EEG_33,EEG_34,EEG_35,EEG_36,EEG_37,EEG_38,EEG_39,EEG_40,EEG_41,EEG_42,EEG_43,EEG_44,EEG_45,EEG_46,EEG_47,EEG_48,EEG_49,EEG_50,EEG_51,EEG_52,EEG_53,EEG_54,EEG_55,EEG_56,EEG_57,EEG_58,EEG_59,EEG_60,EEG_61,EEG_62,EEG_63,EEG_65,EEG_66,EEG_67,EEG_68,EEG_69,EEG_70,EEG_71,EEG_72,EEG_73,EEG_74,EEG_75,EEG_76,EEG_77,EEG_78,EEG_79,EEG_80,EEG_81,EEG_82,EEG_83,EEG_84,EEG_85,EEG_86,EEG_87
0,0,1,1,HAHV,3,-0.277512452,-0.02969867,-0.446230971,0.361830816,-0.422182155,-0.595537208,0.208824433,0.384420262,0.139391613,0.167774188,-0.244002695,-0.195710321,-0.053503843,-0.036841886,-0.058981079,-0.06203984,0.543660444,0.142896162,-0.18951266,0.097746521,0.035394902,0.021755187,0.034584159,0.09296083,0.03504333,0.018622629,0.032541576,-0.686924785,-0.057787112,0.296424914,-0.078258879,0.146767969,0.039687766,0.039042536,0.030125709,0.174039485,0.039042536,-0.250171626,-0.501147215,-0.400990003,0.950879624,0.061049704,-0.614848588,-0.997135926,-0.439603064,0.736383167,-0.166156087,0.223624229,-0.406705965,1.074014725,0.505292747,-0.574746353,0.093354821,1.059782067,1.130876664,0.623492873,1.041099492,0.041514095,-0.063278065,0.651424067,0.176068547,-0.824311063,1.381068998,0.952462651,0.099917396,0.95003173,0.960128625,1.207152955,-0.044478272,-0.059630116,-0.0000341,0.291155623,1.674437821,1.004548455,0.928356187,-0.148409279,0.935829292,-0.452757901,-0.359628977,-0.199736324,-0.195999833,0.185841115,0.692882483,0.048527827,0.626984499,2.212459845,-0.53466245,1.968398989,-0.396805508,-0.328694584,-0.226296115,-0.062539007,0.098675378,0.504789063,-0.037559655,1.080451245,0.946612643,0.077439373,0.818929204,-0.463450782,-0.513448159,-0.301016841,-0.088145184,0.389238657,0.905143563,0.022136012,0.684860897,0.604853003,0.888932973,-0.241216298,-0.096231665,0.3432312,0.010364778,-0.331126009,-0.003796541,0.020829083,0.736519867,1.434248914,0.091962144,0.94621993,-0.470155522,-0.411472079,-0.619955032,-0.13508111,-0.132510083,0.860934047,0.027133454,0.490970051,1.337358892,-0.025029188,1.120726434
0,1,1,1,HAHV,3,-0.304174239,1.088843527,0.251643268,0.25323313,-0.54644245,0.256055771,-0.302942487,0.920357659,0.77892141,0.626058158,0.268405985,0.236692434,-0.033620114,-0.063479921,-0.041080803,-0.043904979,-0.012519373,0.850623493,0.273184055,0.4644612,0.670557584,0.735524233,0.66354535,0.459698326,0.660057467,0.726309337,0.655947326,-0.206261598,-0.039964274,-0.471484789,0.015679206,0.75723529,0.564717474,0.457441767,0.614457559,0.84173989,0.457441767,0.892827361,0.255989074,0.13212886,0.577896029,-0.13526115,0.033357432,-0.292348271,-0.359400144,0.791610605,-0.336065246,0.191187507,-0.501402527,0.09445596,0.142331204,0.54109324,-0.066421117,-0.170474644,-0.344103662,1.039456426,0.45560896,-0.038665123,-0.062175159,-0.003417624,0.720405189,0.696404493,0.710735883,0.952462651,0.030524968,0.642572962,1.207992439,0.854736321,-0.206121926,-0.068631018,0.007358969,1.414628034,0.621722701,0.969134427,0.62119449,-0.040345331,1.241571188,-0.452937411,-0.361415581,-0.506554449,-0.253794833,0.508453263,1.170173636,-0.049966264,1.729061048,-0.087654798,0.289971599,0.186562968,-0.414476985,-0.329753075,-0.023541136,-0.064119804,0.412966787,0.426198704,-0.054474768,1.361805769,0.588983257,0.72115833,0.48159414,-0.4638873,-0.513630231,-0.767195826,-0.108486003,0.422303942,1.334201806,0.021794776,0.825745214,-0.305267509,0.460658057,-0.240255433,-0.095654961,-0.181463613,-0.072713139,1.096760775,0.351327011,0.021886619,0.935350459,1.059903168,-0.0880492,0.588931345,-0.473481994,-0.412092208,0.07099434,-0.053708257,-0.237470354,0.509355317,0.026982703,1.307456222,0.468312561,0.447793647,0.319480537
0,2,-1,1,LAHV,1,-0.273032017,-1.803324279,0.034561974,-0.469987575,1.394779491,0.772878814,-0.814709406,-1.247329577,0.267376216,-0.183178647,-0.345860547,-0.368413687,-0.022604314,0.004412703,-0.047251076,-0.065647678,-0.56869919,0.389642948,-0.266863595,0.383567305,0.409303092,0.439575162,0.41515001,0.376227526,0.405508386,0.433338761,0.408232749,-0.206261598,-0.069413395,-1.239394491,-0.04458892,-0.016105216,0.446448091,0.515269744,0.272178393,-0.092398543,0.515269744,0.022648369,0.017322053,-0.131162991,0.949268248,-0.200789907,-0.760425955,-0.514196242,-0.353327771,0.770279436,-0.63881851,-0.518643175,-0.108791309,0.075248925,0.199640921,0.290526039,0.542249121,0.444653711,0.393386501,0.996770834,1.543588342,0.20098668,-0.065029018,0.695570698,0.19098188,-0.716209816,1.289927214,0.952462651,0.07333949,0.95003173,1.082835966,0.813862522,0.327157168,-0.048114766,0.413978189,0.036501877,0.637830061,1.175716259,1.235517885,-0.034183867,1.241571188,-0.468606331,-0.364872199,-0.183101005,-0.195434664,0.358950072,0.460865951,-0.005045782,0.899709325,1.445754964,0.161753821,1.255664581,-0.411475387,-0.329495868,0.242228558,-0.030129081,-0.388476304,0.347608344,-0.053712401,0.888306692,1.30424203,0.245810035,1.156264269,-0.463902771,-0.513613605,-0.624337451,-0.109620228,0.976147466,2.036862406,0.02100067,1.635830039,-0.305267509,0.032383142,-0.241692972,-0.096072956,0.442270996,0.002124028,0.144836252,-0.144505873,0.021815641,0.663038996,1.059903168,-0.108506406,1.303508514,-0.473649711,-0.412282878,0.016872606,-0.077166569,0.004745654,0.287990932,0.03142225,0.590245045,2.206405223,0.058302677,1.521349383
0,3,1,-1,HALV,2,-0.245539398,-0.498299752,-0.308101092,0.120248505,0.29208443,-0.226849083,1.232358271,-0.726907325,-0.027040489,0.229593096,0.371579245,0.166423119,-0.045445812,-0.026181569,-0.055946725,-0.05418711,1.099840261,-0.137923654,0.349784396,-0.162461791,-0.318223376,-0.394975458,-0.316350362,-0.174418293,-0.319485473,-0.398483631,-0.31934985,0.27440159,-0.060866742,1.832244319,-0.089666575,0.296140756,-0.036973311,-0.170600832,-0.156743941,0.412755178,-0.170600832,-0.119521163,-0.208264936,0.037301086,0.925926714,0.388691307,-0.513088548,-0.311689854,-0.155965172,0.772812122,-0.358311247,-0.338177886,-0.614952945,0.785909206,0.314260356,0.158890571,0.1694386,-0.609852041,-0.712848744,1.458858011,-1.152598919,-0.029562026,5.40358877,-1.828145034,-1.807404696,-0.084686733,-1.144440413,-0.914977132,0.056244798,-0.894720882,1.378664784,-1.161311064,-0.0358627,5.421536821,-1.826124059,-1.82097251,0.005941353,-1.1439026,-0.914613999,-0.006035299,-0.898622083,-0.477921017,-0.366938417,-1.029981537,-0.344962335,-1.875729194,3.099225379,0.002650114,-0.758994122,-0.854359679,0.83167589,-0.882538644,-0.421338545,-0.332873283,-0.773887415,-0.090893629,-1.849931353,2.613630382,-0.018080246,-0.657999473,-0.841534288,1.86199135,-0.867746119,-0.463781797,-0.513691012,-0.667768376,-0.101070382,0.27351016,1.147654744,0.021542545,1.794324896,-0.760327765,-0.395891774,-0.245297831,-0.096579996,-0.391929681,-0.098132613,3.428169139,-0.968660531,0.02156884,-1.245302446,-0.811825559,-1.030317007,-0.840222994,-0.473292542,-0.412051587,-0.591871982,-0.178766417,0.820206215,2.742531324,0.027683247,0.900226147,-0.835256935,0.81433609,-0.882388309
0,4,1,1,HAHV,3,-0.272976344,0.069360122,0.587133251,-0.593375169,-0.191150051,0.212082883,-0.302942487,0.923903977,0.879878136,0.724042133,0.457646075,0.527657743,-0.035261581,-0.039170319,-0.033486788,-0.042773526,-0.012519373,0.93507729,0.503813209,0.837373812,0.782803974,0.778176207,0.790576223,0.824889534,0.777641186,0.76954206,0.779964165,-1.167587972,-0.025102936,0.296424914,-0.00945476,0.758910681,0.967995009,1.129082222,1.346321421,0.727756336,1.129082222,0.680956171,0.250603919,0.021743767,0.820844724,-0.563584277,-0.283240687,-0.506643065,-0.147698696,0.768435083,0.138656319,0.745677332,-0.294157899,0.036834856,0.734531617,-0.290667318,0.527032365,0.70828015,0.762131582,0.427851783,0.888421873,0.301122249,-0.048338098,-0.253581866,-0.166938104,-1.874849151,1.578052851,0.952462651,0.120988688,0.95003173,0.579052495,1.084405786,-0.040899719,-0.062773784,0.347440498,0.680626059,0.162359231,1.290811851,0.62119449,-0.016372628,0.3243455,-0.439030532,-0.353258538,0.026523622,-0.166362649,0.650087864,0.268623681,-0.123857098,1.047248985,0.679050083,0.074378663,0.899297377,-0.380428596,-0.319724983,0.159813666,-0.037270181,-0.066327611,0.41310031,-0.082483037,0.858570035,1.30424203,-0.03368905,1.156264269,-0.463480387,-0.513536149,-0.346113399,-0.09952165,1.240669747,0.973544153,0.021704517,0.600721652,2.880154283,2.17375772,-0.230180531,-0.094094004,-0.075564609,-0.058799262,0.378783804,1.001270115,0.022070586,0.859708386,1.059903168,-0.039138305,0.94621993,-0.466326694,-0.409222936,0.136497467,-0.078864526,0.150075259,-0.350059356,0.006795012,0.977214917,0.468312561,-0.007352295,0.720103486
0,5,1,1,HAHV,3,-0.250342944,-0.384187043,-0.364180825,0.264265645,0.467889736,-0.349020662,-0.302942487,-0.2357422,0.289542662,0.22880173,0.005336885,-0.185570688,-0.048125994,-0.028759555,-0.057257763,-0.06279812,-0.012519373,0.293223771,0.075082191,-0.091930141,0.069148282,0.132066052,0.066488448,-0.102046255,0.065356523,0.127539301,0.062641797,-0.686924785,-0.0590017,1.064334617,-0.089655735,0.15004145,0.123417306,-0.131402685,-0.144597887,0.003091746,-0.131402685,-0.180235202,-0.074479092,-0.374448336,0.437978356,-0.202978369,-0.624394444,-0.747189623,0.370268991,0.781868396,-0.428798587,-0.370366253,-0.502976439,-0.308891767,-0.201527101,-0.293918038,0.139005088,-0.69772752,-0.712848744,1.268478031,-0.522287801,1.464001559,0.050735543,-0.864276926,-1.822318029,0.819654967,-1.314963749,-0.914977132,0.031492434,-0.894720882,0.299444915,-0.8796074,-1.533877232,0.050913698,-1.840910212,-0.832316788,-0.417121685,-0.896004401,-0.914613999,0.041189856,-0.898622083,-0.455290367,-0.367582199,-4.053129014,1.592055223,-1.875729194,-0.314732173,0.003398038,-0.906533781,-0.854359679,-0.042718032,-0.52617144,-0.381365088,-0.333583312,-2.866908591,0.276754697,-1.849931353,-0.320409714,-0.024134253,-0.863868637,-0.483904901,-0.030490054,-0.530411054,-0.462983079,-0.513711582,-2.87148181,0.293861464,-2.007994507,-0.095992336,0.021703207,-0.941178933,-0.760327765,-0.395891774,-0.23575911,-0.096539986,-3.54113488,0.387541182,-1.896154461,-0.204809872,0.021111901,-0.808739624,-0.811825559,0.018569507,-0.48293441,-0.458483655,-0.412561008,-3.788513622,0.86768818,-1.916834676,-0.350059356,0.030902665,-1.014363012,-0.835256935,-0.063137659,-0.48176536
0,6,1,1,HAHV,3,-0.307807562,0.962270407,-0.125917449,0.605828806,-0.483852079,-0.004743207,-0.302942487,0.835246013,0.572985323,0.371549436,0.247211184,0.056551835,-0.039653846,-0.060446999,-0.050598198,-0.057733928,-0.56869919,0.61401831,0.211679866,0.661384227,0.54625992,0.469251871,0.523710091,0.649814912,0.532996692,0.462737809,0.520937489,-0.206261598,-0.057807251,0.296424914,-0.035588792,0.699869511,0.42234685,0.226570203,0.223729705,0.800196839,0.226570203,-0.06652922,-0.418235992,-0.275384342,0.969692441,-0.382114057,-0.867218738,-0.770745978,-0.176762703,0.749154527,-0.237359623,0.46316998,-0.219459073,-0.328098801,-0.086907666,-1.708832607,0.313997782,-0.082599165,-0.067544851,0.796302011,0.418590666,-0.54954865,-0.062953589,-1.842860577,1.190175168,-0.075423481,-0.682851382,-0.914977132,0.055230302,-0.894720882,0.893599155,1.431651332,-0.941031502,-0.029319451,-1.840910212,0.066461141,2.910672754,-1.105537403,-0.607452301,-0.355419435,-0.592880188,-0.475527465,-0.364433144,0.094557837,-0.203060907,1.248100626,-1.024039858,0.020540078,-0.481798398,-0.854359679,-0.233291673,-0.882538644,-0.413051043,-0.327078993,0.017885111,-0.074517776,1.057264174,-1.014624558,-0.057863719,0.229525367,-0.841534288,0.483009933,-0.530411054,-0.463684034,-0.513588354,-0.68218222,-0.104857891,1.116674928,1.172527685,0.020789907,1.457767916,-0.760327765,-0.395891774,-0.244265806,-0.096418044,0.548455516,-0.022275674,0.411052432,-0.968660531,0.021046624,-0.497526524,-0.437479814,0.981868476,-0.840222994,-0.467072819,-0.411005294,-0.904205963,-0.15962937,0.973609687,0.919530502,0.018672646,1.534370492,-0.40073377,0.100457871,-0.48176536
0,7,1,-1,HALV,2,-0.262388236,2.56816242,1.240393379,0.195976891,-0.059526183,1.949350506,-0.814709406,1.010788783,1.210222771,0.942754103,0.36258352,0.651724212,0.003167117,-0.096346757,-0.01832153,-0.039480926,-1.124879008,1.284323009,0.246979176,1.09873464,1.178923884,1.219410933,1.178189023,1.085256255,1.166397703,1.207595245,1.166199184,-2.128914346,-0.005713488,-2.007304194,0.432498823,0.560575002,0.125826898,-0.121018013,0.073087274,0.869333688,-0.121018013,-0.10007091,-0.59532304,-0.336105232,1.036617771,-0.271082224,-0.55682964,-0.761953692,-0.406936794,0.792191012,-0.184428677,-0.082733864,-0.61923831,0.517010721,0.104124725,-0.104802909,0.519423987,-0.521976562,-0.620662473,1.228985461,-1.155535488,-0.029562026,-0.093133208,-1.842860577,-1.822318029,-0.085117472,-1.314963749,-0.914977132,0.056256945,-0.894720882,1.587190333,-1.16439468,-0.0358627,-0.091186239,-1.840910212,-1.835952142,0.006415789,-1.315070404,-0.914613999,-0.006052312,-0.898622083,-0.479069513,-0.367852754,-0.725314872,-0.465342282,-1.875729194,-1.024039858,0.009183477,-1.329033716,-0.854359679,-0.081200446,-0.882538644,-0.423790187,-0.334417809,-0.491942161,-0.116834129,-1.849931353,-1.014624558,-0.007183034,-1.303056186,-0.841534288,-0.069454592,-0.867746119,-0.463660575,-0.51368039,-0.600062655,-0.102128774,0.612429331,1.066817684,0.021457366,1.794324896,-0.760327765,-0.395891774,-0.244815591,-0.096618395,-0.637833375,-0.12992571,-1.896154461,-0.968660531,0.021503563,-1.245302446,-0.811825559,-0.034596356,-0.840222994,-0.474562129,-0.41260836,-0.692283797,-0.255464379,-1.989499479,-0.994620361,0.031702993,-1.340552276,-0.835256935,-0.064426803,-0.882388309
0,8,1,1,HAHV,3,-0.25469398,-0.050206857,-0.51534433,0.502679077,0.038961607,-0.504607493,-1.326476326,4.441852015,0.278001713,-0.117652911,-0.050672358,-0.128928836,-0.051574313,-0.036456776,-0.060914225,-0.06604279,-1.124879008,0.395318818,-0.014214275,0.148843096,0.210703858,0.252220546,0.215822507,0.145573654,0.208195054,0.247044062,0.210259618,1.716391151,-0.071458839,0.296424914,-0.086008423,-0.39838777,-0.250805328,-0.333642529,-0.067052053,-0.348863461,-0.333642529,-0.33887735,-0.563189376,-0.67414177,1.002792892,-0.450694176,-0.749447008,-1.134632501,-0.442528334,0.752898394,-0.329230977,0.337086328,0.183387234,0.209698168,-0.067804427,-0.447302669,0.80854235,1.499159464,1.591808015,0.748201191,1.049422876,0.327462703,-0.054878398,0.305608792,-0.301158098,-0.055076199,0.869498989,0.952462651,0.054791755,0.95003173,0.930394559,0.999233661,-0.067662537,-0.052225574,-0.147895642,0.208767647,-0.710377835,1.461979655,0.928356187,0.053234545,1.241571188,-0.464181794,-0.362694985,-0.183784526,-0.224361808,1.169414736,0.666366308,0.046630604,0.562156467,2.212459845,-0.747715316,2.324766193,-0.403292996,-0.327241229,-0.136423474,-0.077029268,1.025835033,0.151132445,-0.048483725,1.22455966,1.30424203,0.198888621,1.156264269,-0.464104317,-0.513640149,0.254093248,-0.038039656,-0.205936473,-0.487741166,0.021946424,0.716168523,1.970033771,2.17375772,-0.241914875,-0.096199241,0.504529541,0.101282993,-0.605409346,0.224018568,0.024085787,0.596041732,1.808594659,-1.309358984,0.94621993,-0.471690302,-0.411669733,-0.637098777,-0.126816477,-0.293987422,1.062766281,0.026258626,0.888070025,0.902835727,0.031513663,1.120726434
0,9,1,1,HAHV,3,-0.291546843,0.369100361,0.125483399,-0.0000257,-0.367875804,-0.187364524,-0.302942487,1.156187845,0.505428436,0.516336729,0.366518736,0.23003068,-0.04406243,-0.046223617,-0.044520567,-0.050393516,-0.56869919,0.574744671,0.410571028,0.734370749,0.619923632,0.550770853,0.608682785,0.726255107,0.608212281,0.54310211,0.602261581,-0.206261598,-0.048826354,1.064334617,-0.051802352,0.867654223,1.09564922,0.901535442,0.82691405,0.79295752,0.901535442,0.291320861,-0.061450683,-0.187216898,0.23296859,0.089126264,-0.002035139,-0.220828282,-0.704591507,0.81414576,0.247477915,-0.85583928,-0.780000831,-0.635411355,0.6772219,-0.430893263,0.123788333,-1.224980396,-1.173780095,0.296841725,-1.155535488,-0.029562026,-0.093133208,-1.842860577,-1.822318029,-0.085117472,-1.314963749,-0.914977132,0.056256945,-0.894720882,0.760883483,-1.16439468,-0.0358627,-0.091186239,-1.840910212,-1.835952142,0.006415789,-1.315070404,-0.914613999,-0.006052312,-0.898622083,-0.484530854,-0.367852754,-0.725314872,-0.465342282,-1.875729194,-1.024039858,0.009183477,-1.329033716,-0.854359679,-0.081200446,-0.882538644,-0.427307214,-0.334417809,-0.491942161,-0.116834129,-1.849931353,-1.014624558,-0.007183034,-1.303056186,-0.841534288,-0.069454592,-0.867746119,-0.46426737,-0.513713461,-0.599930785,-0.151451754,-2.007994507,-0.960327057,0.021728059,-1.336437712,-0.760327765,-0.82416669,-0.246186393,-0.096618395,-0.637833375,-0.12992571,-1.896154461,-0.968660531,0.021503563,-1.245302446,-0.811825559,-0.034596356,-0.840222994,-0.470452843,-0.41260836,-0.692283797,-0.255464379,-1.989499479,-0.994620361,0.031702993,-1.340552276,-0.835256935,-0.064426803,-0.882388309
